Wall vel: 0.015625
1.000000	0.392649
1.015075	0.388860
1.030301	0.385081
1.045678	0.381373
1.061208	0.377598
1.076891	0.373917
1.092727	0.370297
1.108718	0.366714
1.124864	0.363166
1.141166	0.359662
1.157625	0.356273
1.174241	0.352950
1.191016	0.349616
1.207950	0.346318
1.225043	0.343097
1.242297	0.339901
1.259712	0.336752
1.277289	0.333674
1.295029	0.330624
1.312932	0.327638
1.331000	0.324671
1.349233	0.321749
1.367631	0.318840
1.386196	0.315986
1.404928	0.313172
1.423828	0.310385
1.442897	0.307620
1.462135	0.304943
1.481544	0.302262
1.501124	0.299647
1.520875	0.297035
1.540799	0.294463
1.560896	0.291948
1.581167	0.289420
1.601613	0.286972
1.622234	0.284564
1.643032	0.282132
1.664007	0.279755
1.685159	0.277397
1.706490	0.275088
1.728000	0.272789
1.749690	0.270548
1.771561	0.268319
1.793613	0.266109
1.815848	0.263925
1.838266	0.261789
1.860867	0.259696
1.883653	0.257566
1.906624	0.255509
1.929781	0.253453
1.953125	0.251407
1.976656	0.249437
2.000376	0.247439
2.024285	0.245488
2.048383	0.243571
2.072672	0.241664
2.097152	0.239764
2.121824	0.237890
2.146689	0.236078
2.171747	0.234267
2.197000	0.232459
2.222448	0.230690
2.248091	0.228923
2.273931	0.227164
2.299968	0.225478
2.326203	0.223761
2.352637	0.222115
2.379270	0.220465
2.406104	0.218819
2.433139	0.217185
2.460375	0.215551
2.487814	0.213978
2.515456	0.212407
2.543302	0.210864
2.571353	0.209330
2.599609	0.207818
2.628072	0.206327
2.656742	0.204824
2.685619	0.203331
2.714705	0.201873
2.744000	0.200430
2.773505	0.198993
2.803221	0.197595
2.833148	0.196206
2.863288	0.194840
2.893641	0.193471
2.924207	0.192134
2.954988	0.190812
2.985984	0.189487
3.017196	0.188171
3.048625	0.186869
3.080271	0.185576
3.112136	0.184315
3.144220	0.183078
3.176523	0.181853
3.209047	0.180622
3.241792	0.179390
3.274759	0.178184
3.307949	0.176977
3.341362	0.175781
3.375000	0.174581
3.408863	0.173424
3.442951	0.172290
3.477266	0.171165
3.511808	0.170068
3.546578	0.168954
3.581577	0.167853
3.616805	0.166775
3.652264	0.165684
3.687954	0.164630
3.723875	0.163572
3.760029	0.162507
3.796416	0.161450
3.833037	0.160429
3.869893	0.159413
3.906984	0.158403
3.944312	0.157392
3.981877	0.156407
4.019679	0.155431
4.057720	0.154456
4.096000	0.153493
4.134520	0.152541
4.173281	0.151597
4.212283	0.150666
4.251528	0.149742
4.291016	0.148791
4.330747	0.147879
4.370723	0.146962
4.410944	0.146067
4.451411	0.145191
4.492125	0.144320
4.533086	0.143473
4.574296	0.142596
4.615755	0.141741
4.657463	0.140918
4.699422	0.140068
4.741632	0.139228
4.784094	0.138409
4.826809	0.137590
4.869777	0.136770
4.913000	0.135963
4.956478	0.135162
5.000211	0.134379
5.044201	0.133613
5.088448	0.132846
5.132953	0.132086
5.177717	0.131337
5.222740	0.130565
5.268024	0.129812
5.313569	0.129060
5.359375	0.128318
5.405444	0.127589
5.451776	0.126868
5.498372	0.126150
5.545233	0.125418
5.592359	0.124709
5.639752	0.123992
5.687412	0.123311
5.735339	0.122625
5.783535	0.121956
5.832000	0.121287
5.880735	0.120619
5.929741	0.119961
5.979018	0.119293
6.028568	0.118638
6.078391	0.117988
6.128487	0.117343
6.178858	0.116720
6.229504	0.116083
6.280426	0.115466
6.331625	0.114830
6.383101	0.114216
6.434856	0.113606
6.486890	0.112997
6.539203	0.112390
6.591797	0.111792
6.644672	0.111194
6.697829	0.110604
6.751269	0.110032
6.804992	0.109453
6.859000	0.108879
6.913293	0.108311
6.967871	0.107746
7.022736	0.107191
7.077888	0.106631
7.133328	0.106075
7.189057	0.105512
7.245075	0.104963
7.301384	0.104418
7.357984	0.103877
7.414875	0.103360
7.472059	0.102825
7.529536	0.102310
7.587307	0.101787
7.645373	0.101264
7.703734	0.100745
7.762392	0.100233
7.821347	0.099753
7.880599	0.099258
7.940150	0.098765
